"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"incLinearProdCap","ref","linear",1,"fixedER",15,0.125,28631.8163004908,0.54458882532038,29145.6356498228,0.506051896274417,33299.2726692927,0.550546176976286,39828.5458492827,0.443004477245981,36707.7344134385,0.423902625001442,33492.9663995196,0.516843105620617,48568.2356167137,5024.86831761996,0.932335536820388,1.07257522695142,5024.86832261997,0.932335536065605,1.07257522781973,5287.2584390038,0.119871238740723,0.107703458570973,0.8,1,0,1,17879.9167331269,20484.8811347197,2160.79169580488
"incLinearProdCap","ref","linear",1,"fixedER",16,0.125,31000.2900698314,0.589187964468427,31037.8156761792,0.633532368698032,36456.2139572475,0.567288993228448,42903.0643927108,0.439555409805182,42757.4266794565,0.474725167991409,36264.484310371,0.602865813454659,47504.8591245413,4167.24268405645,0.702673141607978,1.4231367911852,4167.24268905645,0.702673140943295,1.42313679253139,6471.65149129543,0.124474921242631,0.129465450816976,0.6,0.8,0,1,23148.1882689256,26411.0000850782,2848.31399236995
"incLinearProdCap","ref","linear",1,"fixedER",17,0.125,34248.2354808213,0.463765567495076,33294.1967822601,0.473772948596538,38051.5685205678,0.456291630066247,38391.2597655281,0.438973006083592,35302.3139755275,0.445028564862574,36243.1720151756,0.464619789881433,51683.3358952911,3878.35067650598,0.715774816017866,1.3970874325579,3878.35068150598,0.715774815250871,1.39708743405496,4520.74245836115,0.105930093625678,0.10416608960727,1,1,0,1,20230.7453502727,24897.9494059205,2185.17901774567
"incLinearProdCap","ref","linear",1,"fixedER",18,0.125,38170.6521522642,0.503537333228881,31501.1681094689,0.549320805145855,41687.4335648388,0.520264501844193,41352.4903197357,0.458975116195711,41177.3074982595,0.472602295593661,34069.3183676004,0.556425953747897,49256.5326360525,2792.76183166273,0.797626889918855,1.25371901654636,2792.76183666273,0.797626888885557,1.25371901817051,6633.69818924475,0.088045768029714,0.0910743289711435,1,1,0,1,20427.9126663109,22726.5822690694,1171.93553116211
"incLinearProdCap","ref","linear",1,"fixedER",19,0.125,30863.4973730065,0.596752878001631,33090.6687758791,0.670081291088758,33925.8575174209,0.582238412557142,38684.0981008549,0.501737044914798,36625.2045549676,0.554975254478289,34843.0527264434,0.643707348662402,45508.7266507804,2898.52961105149,0.906627717147106,1.10298855978803,2898.52961605149,0.906627716058045,1.10298856111297,5887.30089984053,0.0905246566335087,0.100399264650298,0.6,0.8,0,1,17940.2966812669,20121.5626733201,2181.26599205325
"incLinearProdCap","ref","linear",1,"fixedER",20,0.125,31879.958520175,0.486196818501433,30478.1474097216,0.520241907285433,35109.6982062311,0.490950953270272,46797.7728025222,0.444794424298921,42566.705465494,0.427917593166023,34687.847041915,0.521133942399993,56746.159009898,3480.63411133214,0.784705161073549,1.27436398994994,3480.63411633214,0.784705160147274,1.27436399145422,4522.52386026629,0.0932288179089543,0.0908093036245696,1,1,0,1,22586.3984727288,23973.0206854322,1779.05669122777
"incLinearProdCap","ref","linear",1,"fixedER",21,0.125,31957.2499688738,0.506505492305543,35834.0576598171,0.480234217582607,38889.966612448,0.483427431977518,39562.1883962085,0.448041140411216,42081.6351030508,0.424761763812795,42955.7879968574,0.461422914596718,42872.6069859755,5673.32633109722,0.560278973555133,1.78482514461449,5673.32633609722,0.560278973082548,1.78482514611996,7506.86920457574,0.141078956443334,0.146245576174177,1,1,0,1,16554.6503299917,19002.8838491215,2652.04323921941
"incLinearProdCap","ref","linear",1,"fixedER",22,0.125,33497.1908008362,0.565325694414933,32258.6990666108,0.575980973663465,37282.419604809,0.572858800235207,45011.4149418198,0.46453089188908,38338.2124812414,0.466843856160442,37378.5151284801,0.579657406090477,41912.0154228933,4227.80452715572,0.770206567019677,1.29835299102877,4227.80453215572,0.77020656632492,1.29835299219994,7669.43293751829,0.119397569552985,0.140086295894544,1,1,0,1,23855.7831961294,26411.0001429415,2555.21694681213
"incLinearProdCap","ref","linear",1,"fixedER",23,0.125,30169.0845658773,0.571549133164123,29465.083771424,0.618567599316857,35128.569392273,0.596916920586695,40046.6841796789,0.493033614506073,40342.4788006211,0.543439553025807,34863.776590604,0.633264772123308,45015.5925384583,3683.45838959672,0.992014256879148,1.00805002858122,3683.45839459672,0.992014255975169,1.00805002949981,6840.41596455034,0.123064689055458,0.112186921995629,1,1,0,1,15862.0751941145,20664.2648983265,1618.76142940133
"incLinearProdCap","ref","linear",1,"fixedER",24,0.125,32636.8893098185,0.499914674764332,35305.7161429767,0.548513413609997,39194.290133963,0.489806175024901,44087.2022907185,0.427980713926978,39696.7958990563,0.448055493246334,40083.2936516816,0.524322391208286,50785.2866740123,4314.91733769611,0.645199861753398,1.54990733767735,4314.91734269611,0.64519986112468,1.54990733918766,7861.70941624927,0.132516089953142,0.130396759430685,1,1,0,1,14957.6128785192,17398.5160878719,2480.87062076252
"incLinearProdCap","ref","linear",1,"fixedER",25,0.125,31305.6169258474,0.54997121192721,31697.0066054868,0.603692152176342,36483.6430217999,0.54482484172559,42778.275868952,0.399033829574786,40870.1808395749,0.428788368101605,35172.7724278032,0.596787454908686,48771.2329205156,3167.39002672721,0.832233265602092,1.2015861914346,3167.39003172721,0.832233264727946,1.2015861926967,9967.88529093037,0.105593233554733,0.102434621959686,1,1,0,1,18714.7579078921,19874.4487256248,1830.80813733211
"incLinearProdCap","ref","linear",1,"fixedER",26,0.125,29337.3074451843,0.578584957624442,30414.9745325336,0.63806342868336,36407.2733680623,0.523638202988383,43389.2515838903,0.431053957152096,42834.8293545214,0.45830991500647,37763.5077976562,0.560469732716796,43237.6052206786,6235.03688609138,0.685992780231025,1.45774128943926,6235.03689109138,0.685992779748325,1.45774129046501,7983.37258478176,0.169759754344987,0.160952731619197,1,1,0,1,20816.354493464,25232.6687897097,4188.94879041511
