"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"incLinearProd_highRicSig","ref","linear",1,"fixedER",1,0.125,24244.0488090819,0.498667112117043,23156.794471089,0.53742686531137,29194.5884809958,0.512290032338588,29006.3864773891,0.513700275944326,27177.8026373007,0.523510567602644,27392.491578531,0.543687200016105,29927.8637153524,3002.08510343543,0.839326658607109,1.19143123805877,3002.08510843543,0.839326657719994,1.19143123931804,7548.95041613152,0.141488047512221,0.150564249427317,1,1,0,1,13142.356369608,14926.7722935175,2083.42898319031
"incLinearProd_highRicSig","ref","linear",1,"fixedER",2,0.125,23037.4584839782,0.539423886863525,25583.739006655,0.554837775650124,26844.3947497509,0.542540500622591,31754.0433622142,0.435763803144179,31678.0083592653,0.455548800762937,29619.3309394729,0.551409072486291,26355.2507736492,3414.16361249258,0.800032065573079,1.24994989955019,3414.16361749259,0.800032064699025,1.24994990091579,6416.33001984891,0.136761465535673,0.135540348343149,0.8,1,0,1,17098.1739221644,21808.0250020846,2737.10622426425
"incLinearProd_highRicSig","ref","linear",1,"fixedER",3,0.125,24897.7033566869,0.572063935807579,28705.6726661495,0.571511023403664,27888.7755377091,0.569853082856962,32443.0865481373,0.470932765882579,31983.5685386038,0.462131796458718,31328.6850696327,0.56691888237799,32313.2842868626,2857.50500160931,0.799128028317,1.25136394240363,2857.50500660931,0.799128027304627,1.25136394398892,3132.2699394278,0.120543042881486,0.110183259843069,0.6,1,0,1,19467.5618669498,22381.4225361852,2048.55938915667
"incLinearProd_highRicSig","ref","linear",1,"fixedER",4,0.125,26228.4332154634,0.557314047592749,25494.0219388652,0.542421441396047,29800.4717545173,0.539806768815792,30109.7688761859,0.495251570879801,29496.4572786899,0.506463135307009,29783.4871221349,0.521930343597892,39169.1498895588,3944.03643150025,0.673086124538619,1.48569397517364,3944.03643650025,0.67308612379263,1.48569397682025,6018.42481013665,0.135526870004528,0.125186682308452,1,1,0,1,22533.7306070867,26411.0020457466,2831.15421151098
"incLinearProd_highRicSig","ref","linear",1,"fixedER",5,0.125,23272.2101823193,0.486210760115567,24413.4846397854,0.540286226176125,26000.1951201604,0.47020377116068,25938.3974516887,0.518679978420339,25075.6681719759,0.585181412386033,26443.7185382353,0.518336556459035,40552.3474981736,2840.20569828179,0.578508608413261,1.72858274787442,2840.20570328179,0.578508607511436,1.72858275056907,2840.20569828179,0.0965037947164896,0.10728860702343,0.8,1,0,1,21053.7726985837,23221.8563369764,2168.08363839269
"incLinearProd_highRicSig","ref","linear",1,"fixedER",6,0.125,25063.9483600338,0.561532069277566,24179.9080821633,0.6262422791256,28902.7336466059,0.568986032788131,29795.9269995565,0.473476289396071,29917.0011171873,0.514698827057133,28582.8939095456,0.618697092966924,31643.2183092549,2847.23069012258,0.837041838476484,1.19468341250435,2847.23069512258,0.837041837470731,1.19468341393983,3982.50439082635,0.129241208969188,0.120488680768074,0.8,0.8,0,1,17663.8063642426,21781.2799962854,2858.08133279794
"incLinearProd_highRicSig","ref","linear",1,"fixedER",7,0.125,23307.0830286627,0.546848835298476,26334.1053472373,0.541055776435963,26782.9445870971,0.531924029673208,25401.8387697997,0.50722314831111,27367.5043253072,0.532315578974349,29594.9972045098,0.527601382195427,36643.1007531249,2827.86493061096,0.664124129083994,1.50574261076656,2827.86493561096,0.664124128118978,1.5057426129545,5494.09860359924,0.113586776744713,0.112534239703897,0.8,1,0,1,19715.0317194241,22778.1783173701,2763.73867871759
"incLinearProd_highRicSig","ref","linear",1,"fixedER",8,0.125,25256.6653202547,0.497327211776463,26262.2420057353,0.544152477700003,28911.9400467478,0.501319676670949,29272.3426797192,0.516798279753079,29592.0574338953,0.563976277374156,29186.1639110455,0.53094723724859,28022.0074561162,3945.91161231188,0.735456993300957,1.35969881190699,3945.91161731188,0.735456992533528,1.3596988133258,5851.77693933262,0.132715616098679,0.13362020982986,0.8,0.8,0,1,15713.309886276,19674.7607358867,1958.10180300652
"incLinearProd_highRicSig","ref","linear",1,"fixedER",9,0.125,26764.0211909229,0.564323425006157,26891.3553026225,0.613374376037072,29472.0850622558,0.582901357415239,29840.6490701249,0.527845590321609,29357.2498063066,0.542731973664906,30554.9620197577,0.622627807220115,39145.6490536265,3127.63306399478,0.878763677353834,1.1379623734691,3127.63306899478,0.878763676240401,1.13796237491095,4615.99158478655,0.111261754401241,0.124971851339521,0.6,0.6,0,1,14856.3163970962,17922.1018068982,1569.48518383074
"incLinearProd_highRicSig","ref","linear",1,"fixedER",10,0.125,25480.7581273779,0.554757165232622,25676.7371932074,0.552128127381089,27219.0312209106,0.545461218664329,29545.8372518765,0.450241256413876,28522.5387778469,0.447083534182502,28450.0108065038,0.541736171054122,38797.8547298024,2609.92798074511,0.660446200129643,1.51412787264686,2609.92798574511,0.660446199132534,1.51412787493282,3304.49804921606,0.103057122499193,0.107113739005233,1,1,0,1,15589.1989968275,18897.6460306802,1490.32485447227
