"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"stationary_highRicSig","ref","linear",1,"fixedER",1,0.125,19241.9837262159,0.453647544734083,17998.5311551317,0.472568066131762,21433.2536816307,0.485814263659156,22281.6877864175,0.405841181113709,20594.1046155391,0.440507331808273,20145.4309688826,0.497565624005312,19095.8549513847,2205.1212603191,0.90717727136016,1.10232038607037,2205.1212653191,0.907177270025088,1.10232038769263,4407.86433277254,0.141272965574171,0.150564250400151,0.2,0.8,0,1,12145.0943691066,13842,2083.42898319031
"stationary_highRicSig","ref","linear",1,"fixedER",2,0.125,16862.5465576868,0.515316064887565,19262.8637250812,0.516815040791862,20100.2372466113,0.541169969508282,19826.5131355031,0.436504958931932,20393.5654973776,0.448721288703279,21596.4083521523,0.534226578943246,15880.7321972038,2405.84020229602,0.890419363928114,1.1230663219053,2405.84020729602,0.890419362609074,1.12306632356897,3647.87517502074,0.138310714138248,0.135540349044902,0.4,1,0,1,16707.811864515,21271.6205486735,2737.10622402394
"stationary_highRicSig","ref","linear",1,"fixedER",3,0.125,16154.0221963828,0.627327966226677,17981.9338178506,0.645282514949844,18357.1114747766,0.620429694410592,22083.4742741474,0.504846196134608,21616.3740258584,0.536066593361918,19959.0983979396,0.634656648740772,15067.4615865352,1912.00151786048,0.860192441381726,1.16253055931729,1912.00152286048,0.860192439868951,1.16253056136177,1817.20625101637,0.11942798361848,0.110183259365531,0.4,1,0,1,18627.8885679633,21439.4049522534,2048.55938915667
"stationary_highRicSig","ref","linear",1,"fixedER",4,0.125,18432.3064990985,0.54917296759298,19267.1918440652,0.572404571977545,21079.8176740102,0.516729528253965,20312.4291126247,0.493845917882149,22859.5039118932,0.521107668547779,22617.3227331879,0.531535139466999,18191.3492712313,2532.79168756971,0.605332060980153,1.651985851172,2532.79169256971,0.605332060003745,1.65198585383667,2738.39527195388,0.134755921651405,0.125186682401462,0.4,0.8,0,1,22533.7306070867,26411.0020457466,2831.15420390807
"stationary_highRicSig","ref","linear",1,"fixedER",5,0.125,18255.2769184271,0.48113699122994,19256.6057124464,0.502446151786372,19829.403005749,0.466101864905814,18933.2389753269,0.508627356528241,20111.3733433104,0.589445975191374,21600.3300641236,0.48439224108876,22854.530214652,2078.98989293354,0.561476874847232,1.78101725074979,2078.98989793354,0.561476873605558,1.78101725468841,1618.90573900866,0.096888886487785,0.107288621392441,1,1,0,1,20239.184747095,21925.6303359658,2126.34693130294
"stationary_highRicSig","ref","linear",1,"fixedER",6,0.125,17279.9992431316,0.589862317288091,17278.6572129881,0.627348354422677,19158.621836874,0.588471081505719,18721.7746662231,0.499092542854072,18361.3031957906,0.560181388450536,20732.4159307568,0.615366706368228,14864.5987469508,1849.2079050707,0.841740185374047,1.18801504000385,1849.2079100707,0.841740183947145,1.18801504201776,2061.27769309918,0.130278692666997,0.120488682114808,0.4,0.8,0,1,17372.3480587347,19974.1537492755,2601.80569054086
"stationary_highRicSig","ref","linear",1,"fixedER",7,0.125,16606.4631315061,0.620970239024044,18244.7670784284,0.598108673416447,19172.134430288,0.603511191649604,18628.0600793563,0.488588037145122,19227.4507917145,0.522480749597373,20196.3959391923,0.585022553933561,16888.2273032184,1960.94980856954,0.709745154452298,1.40895643137104,1960.94981356954,0.70974515299198,1.40895643427001,2651.14381671855,0.111460566184626,0.112534295056821,0.8,1,0,1,19178.9384373581,22778.1782643812,2557.06499374284
"stationary_highRicSig","ref","linear",1,"fixedER",8,0.125,18507.8215625243,0.483234016690859,19508.8927284012,0.502879341069035,20524.1704959993,0.490156197415104,20461.6073855827,0.462365766516258,21422.7645889337,0.462316733044479,21769.3955275147,0.495149351276084,13558.2407301381,2872.43115253307,0.747233141104172,1.33827040717482,2872.43115753307,0.747233140018883,1.33827040911854,3198.01735107964,0.132471573614463,0.133620209918688,0.6,1,0,1,15713.3098694667,19674.7607137393,1857.9645194722
"stationary_highRicSig","ref","linear",1,"fixedER",9,0.125,20160.3192812357,0.509064514601368,20689.2548045482,0.559494434550592,22475.870692733,0.519392570621497,21145.1870998443,0.441595602788584,20989.9998176489,0.472164196888601,24270.2718983549,0.562168040194056,21500.640686294,2025.36286067535,0.789662161469442,1.2663643375531,2025.36286567535,0.789662159953173,1.26636433998471,2466.75169843872,0.110704182632323,0.12497185134888,0.4,0.8,0,1,13144.0991789458,15459.7214689618,1421.23975742964
"stationary_highRicSig","ref","linear",1,"fixedER",10,0.125,16765.7165943708,0.572190239648555,17095.159189413,0.609380326874659,19247.4658693469,0.560470196265291,19617.7099874347,0.433457657849884,19593.8324332555,0.44961361239796,20402.231294351,0.593121018491511,21203.8510174327,1827.61358562744,0.669341721813293,1.49400518062871,1827.61359062744,0.669341720340894,1.49400518391518,2175.72900181721,0.101776779272927,0.107113738976535,0.6,1,0,1,13868.4122668303,16801.9728665275,1374.14844493205
