"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",1,0.125,24307.4599465724,0.420857445179169,22522.6057066321,0.434397370761714,26445.7540945219,0.434788834162852,30516.3936179918,0.308653766293172,28193.383945982,0.338132597567971,26330.9010421722,0.443726849993052,27733.5895044685,2809.54845843947,0.76029202592348,1.31528408283036,2809.54846343947,0.760292025031064,1.31528408437421,5930.15137463041,0.142101867647942,0.150564247979448,1,1,0,1,12828.2037783194,15399.7047293125,2083.42898319031
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",2,0.125,23997.6115420665,0.437782845202176,26350.6397216514,0.456693300649197,27421.4879202277,0.451950634615367,29552.9736757277,0.316016661040413,29959.0250198784,0.336674828699947,29056.1687235295,0.460350252790949,29351.5720497684,3374.00849627588,0.798065299041375,1.25303029864998,3374.00850127588,0.798065298109064,1.25303030011379,5946.81690717932,0.138654585397241,0.135540350566297,1,1,0,1,13126.3475471568,16909.4279734964,2397.03413682706
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",3,0.125,23340.2838848506,0.487630888810588,24988.7661178833,0.491149450711854,26379.200038249,0.470181674341231,30266.56267513,0.328946511936049,29819.0998362951,0.333655096939175,28645.2360460059,0.471355036690875,29273.5143128576,3049.14046364616,0.66038943578265,1.51425802082201,3049.14046864616,0.660389434868568,1.51425802291798,3890.02435047115,0.118819441801214,0.110183259079456,1,1,0,1,18300.5799611292,19354.8610075579,2048.55938915667
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",4,0.125,24225.3854051388,0.45112879731124,24846.8253488901,0.4504303472526,27715.7288724986,0.42466214367928,28180.6842920696,0.331963540189648,29505.4522135913,0.351250761369517,28975.0246178579,0.417097916339139,30966.2314082108,3374.88026220394,0.58998223408332,1.6949662925931,3374.88026720394,0.589982233359918,1.69496629467137,4572.29129424769,0.135194294930542,0.125186682242339,1,1,0,1,21251.5482798242,23495.3227008264,2647.46218500981
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",5,0.125,24497.5307925864,0.360502256035685,26376.1676699323,0.400707518466512,26723.5433515387,0.340131791847202,28655.7173542025,0.320342291860033,27592.6542039639,0.388451669301279,28301.64563831,0.375525114292596,35348.3712940126,2837.28851617618,0.49818452859538,2.00728834919759,2837.28852117618,0.498184527774235,2.00728835250615,2428.9068465187,0.0968219202167329,0.107288616063764,1,1,0,1,20580.9353464069,22979.4028932675,2126.34693130294
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",6,0.125,24230.3899313033,0.472631590823362,24175.668757511,0.534226345911981,27267.2805720953,0.470400365962368,29886.8545568626,0.319743036040582,27625.0453733356,0.386733946144553,26885.8058164753,0.519825224302794,26319.2023256275,2834.69627594149,0.720232304055798,1.38844091603329,2834.69628094149,0.720232303107942,1.38844091786054,3929.6903100684,0.129195977035885,0.120488686321223,1,1,0,1,16877.4174052968,19744.1706586946,2553.85581799882
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",7,0.125,22412.1864249186,0.474782186365524,24289.2685662768,0.463573434730329,25783.8935831948,0.458995121392812,27295.9837031252,0.334173275614354,28273.4219918547,0.347530718749325,28486.1714840927,0.450534297966881,28525.0301775299,2887.29852316207,0.605482512786219,1.65157536160433,2887.29852816207,0.605482511837958,1.6515753641909,4190.023385894,0.111231397483885,0.112534368552919,1,1,0,1,19087.8322867399,22029.1148428925,1945.08630912614
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",8,0.125,24129.965375616,0.41409491525044,23594.6953184301,0.457702206969507,27738.7637761054,0.415518315010135,29518.7782733546,0.31857677452346,28704.7394145805,0.3547022877738,27942.3827589656,0.444647620460126,29154.2170569537,3836.78082402468,0.649046021770005,1.54072279385199,3836.78082902468,0.649046021042964,1.54072279557786,4657.13643229844,0.134480012370562,0.133620209625592,1,1,0,1,14934.9677349428,18837.6787678603,2161.4238963852
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",9,0.125,25122.0413927347,0.456774959935614,25082.5203591986,0.520727397048009,28402.6967977126,0.46476253754652,28939.083658337,0.330050488620629,30740.0855067533,0.380215186308546,28002.1941857044,0.518908669084568,32256.8982633137,2767.0810343655,0.733399991231719,1.3635124242646,2767.0810393655,0.733399990153859,1.36351242626852,3814.99656101136,0.111330868918116,0.124971851075566,1,1,0,1,14038.1386316181,16637.8932268514,1438.45055936153
"incLinearCap_lowRicSig","ref","linear",1,"fixedER",10,0.125,22869.7939933061,0.537073765942014,23381.4725800025,0.560781865905316,25994.0617096703,0.524148093461947,26710.6969549889,0.326962013960419,28583.620509441,0.325397714688546,25996.3146662371,0.544649014477743,28964.6253810852,2489.05423164182,0.616828991237777,1.62119487606009,2489.05423664182,0.616828990190784,1.62119487881188,2973.73111937834,0.0998867292830574,0.107113738813052,1,1,0,1,14081.7749499066,16797.164063536,1564.04917122343
